depth_cat,station,time_s,date,pressure,descent_rate,PAR,temp,density,oxygen_conc,perc_ox_sat,fluorescence
4,A,1953.2576720064526,2023-09-25,4.329562831215971,-0.05850120588828389,2.3349264759427304,26.82511134906231,1022.7580761812866,193.81653630369027,96.57017605767291,0.6479748352893728
4,B,934.5632551273864,2023-09-25,4.2748442622950815,0.15643673266624086,1.6656178709814777,26.76669849017103,1022.7796866883116,194.3557902739337,96.75167683273011,0.536556997729047
4,C,765.3609044117644,2023-09-25,4.24600290247678,-0.09932120743034054,1238.6905979102166,26.907668953173374,1022.7196675890093,196.14700677244582,97.8544338235294,0.3937274758126935
4,Deep,679.7857938144331,2023-09-27,4.1862852233676975,0.004745704467353921,1.2835013745704467,26.8315735395189,1022.7676249140893,209.15231271477663,104.23700515463918,0.5540703092783505
4.5,A,2342.6695585007383,2023-09-25,4.779002372721806,-0.02137880313141818,2.7016435830385177,26.822853142307473,1022.765116897433,198.43126257264626,98.87169662022362,0.6649755056895359
4.5,B,922.8621627023554,2023-09-25,4.764474197884402,0.20374452106831864,1.498306019811817,26.76822150663316,1022.7751372844954,193.23056104260417,96.18875977441411,0.5495582259949741
4.5,C,1024.130834258402,2023-09-25,4.761357308048104,0.010680234350909666,1127.8546754548256,26.90747558973173,1022.7258158842121,196.75273307893926,98.15980542707369,0.4201982069842738
4.5,Deep,688.6831395348838,2023-09-27,4.713930232558139,0.22231395348837207,1.2235155813953489,26.83025406976744,1022.7667145348837,200.6949738372093,100.01549709302326,0.5522192441860465
5,A,2247.2029988774434,2023-09-25,5.113502667104133,0.07931907129061014,2.5019215408639557,26.82389537910022,1022.7637049287775,198.05292308989948,98.68311408138123,0.6673686392300582
5,B,1152.2833225198408,2023-09-25,5.271702529761905,-0.0360073908730159,1.1451236572420636,26.765782356150794,1022.7694715997025,181.7864660218254,90.48357802579365,0.5589093675595238
5,C,1040.2064387454516,2023-09-25,5.275006394039162,-0.047323453474267835,1048.3134921157512,26.909407722231848,1022.7279340668862,194.7665966037082,97.1714403612892,0.4212225104834518
5,Deep,718.5213918918919,2023-09-27,5.23954054054054,0.14133783783783782,0.9086633783783784,26.835427702702702,1022.7697641891892,191.10018243243243,95.24138513513513,0.5463322972972973
5.5,A,1049.2933441280245,2023-09-25,5.753753780241936,0.00577154737903225,1.5054952041330645,26.83019591103831,1022.7474782195061,193.59907970010082,96.46095539314516,0.6662196761592742
5.5,B,2296.724002413273,2023-09-25,5.809503619909503,-0.21182579185520362,1.0537159932126696,26.761408800904977,1022.7889982579186,191.63906036953244,95.39263838612368,0.5509401357466064
5.5,C,1245.2171126931698,2023-09-25,5.753434239707444,-0.0225844992332193,1039.7718436947034,26.90856402088003,1022.7305555848177,194.94364797392944,97.25878678188039,0.41597220629939835
5.5,Deep,702.4178695652173,2023-09-27,5.749739130434783,0.16630434782608697,0.9455388405797102,26.83763188405797,1022.7726188405798,181.41197826086957,90.41650724637681,0.5341082608695652
6,A,985.3132945812808,2023-09-25,6.2415311576354675,-0.021308645320197057,1.3425796305418718,26.830211270935962,1022.7503986440886,190.6475872413793,94.98845866995075,0.656353766502463
6,B,2652.246515724244,2023-09-25,6.267334727115413,-0.1419121517543532,1.000091271513013,26.76036758457299,1022.7939778230084,196.45149339441457,97.78786757737757,0.5635518942733234
6,C,1580.9879397572395,2023-09-25,6.26485487649063,-0.2010887244463373,902.5381104131175,26.911240331665248,1022.7320014922275,195.06919245102216,97.3258446177598,0.4206827332836457
6,Deep,698.7722266666667,2023-09-27,6.25684,0.2734533333333333,0.7716601333333334,26.835890666666668,1022.7782733333333,174.59332666666666,87.01848,0.53348
6.5,A,1060.1717570833334,2023-09-25,6.744791527777778,-0.026579305555555564,1.265888975,26.828599409722223,1022.7532608194444,187.921475625,93.6268795138889,0.6325778791666667
6.5,B,2779.962641456852,2023-09-25,6.767766460340239,0.0260521650309955,0.974474681566148,26.760201172256853,1022.7961143980845,196.5154787925781,97.81938674733968,0.5574444430848948
6.5,C,1511.1536524194466,2023-09-25,6.7428740110079115,0.1301286836371976,885.2525080266024,26.910802594312578,1022.7335988003097,196.4442685901846,98.01158363433092,0.43234670851966517
6.5,Deep,722.4754778761062,2023-09-27,6.7832212389380535,0.10070353982300886,0.7572552212389381,26.83331703539823,1022.7806475663717,179.892139380531,89.65565486725664,0.5782196460176992
7,A,1052.650089575289,2023-09-25,7.250093597168597,-0.005263030888030902,1.071113035070785,26.82830442406692,1022.7454864591377,188.98667953667953,94.15213685649937,0.6370402277992278
7,B,2738.701666971927,2023-09-25,7.243975073923329,0.17723122173519795,0.9223891968273846,26.76063374526021,1022.798138823445,196.63481717847702,97.87961764810757,0.5705785598518055
7,C,1884.7015211161784,2023-09-25,7.300369579161173,0.037098863865825685,785.862922145411,26.91778283891007,1022.7338818497667,196.21325319667653,97.90754201409922,0.42688332394968465
7,Deep,1967.1805177664935,2023-09-27,7.240817258883249,-0.011258883248730938,0.7926650000000001,26.803481725888325,1022.7897668781726,185.4853236040609,92.39383121827412,0.5782337309644671
7.5,A,1008.255698351795,2023-09-25,7.752260443080209,-0.005253269718403833,0.9451688339116509,26.828281574469504,1022.7343176347924,191.60865421059657,95.45773149939944,0.6765435019351395
7.5,B,1789.7805742609496,2023-09-25,7.718163873288873,0.08525550388050393,0.8825316708104207,26.764734072627824,1022.7991388849889,196.10234036065287,97.62138791145041,0.554810712969463
7.5,C,1659.0622207499432,2023-09-25,7.7478490683229815,0.07195613066482627,732.5633160800552,26.918047761674718,1022.7354637175063,191.6753426846101,95.64187698412698,0.4230971626409018
7.5,Deep,5867.227989082971,2023-09-27,7.78964192139738,-0.24002838427947598,1.004208711790393,26.711549672489085,1022.8190301310044,192.61435807860263,95.7967194323144,0.5651580786026201
8,A,979.4229171872291,2023-09-25,8.249065243796633,-0.011479654693735901,0.8989046295332292,26.828091545202152,1022.7504337064029,191.65247926427207,95.48907678292557,0.6294443163283012
8,B,1417.434042635659,2023-09-25,8.214525292340035,0.05671774405465775,0.8332550377742741,26.765881937327553,1022.7973071705427,192.48226285967678,95.81855368873997,0.5458291446590462
8,C,1209.6379840905363,2023-09-25,8.240641545022143,0.09523700180416597,791.3748901098902,26.91533075282926,1022.7380701287518,192.98174311136626,96.28953452517632,0.4194485353452517
8,Deep,6775.933512528471,2023-09-27,8.291381548974943,-0.09086902050113894,1.0742782801822324,26.690806036446467,1022.8262798974943,196.25969419134395,97.57886845102506,0.5714657630979499
8.5,A,1002.7102122448982,2023-09-25,8.745948299319728,0.016695918367346983,0.9250243197278911,26.827294132653062,1022.7624275510204,194.04770986394556,96.68508673469387,0.6103425884353741
8.5,B,1354.3904417701858,2023-09-25,8.750894539337473,0.10911283643892339,0.718396269409938,26.76447172619048,1022.7930335339026,183.07254490165633,91.128797813147,0.5486299883540373
8.5,C,1061.2516025515595,2023-09-25,8.691683520525967,0.12428071067976364,754.5290852346104,26.914295653152273,1022.7402311137636,193.32978693304113,96.4615986283411,0.4171736424294603
8.5,Deep,6004.413218045104,2023-09-27,8.763493018259936,0.04803329752953811,0.9460878410311493,26.708774489795918,1022.824732867884,194.140283566058,96.5530612244898,0.5673641890440386
9,A,1034.5025471786835,2023-09-25,9.248627272727273,0.013231661442006225,0.8467105062695925,26.826801853448277,1022.77107213558,195.46892531347964,97.39547680250783,0.6195005
9,B,1188.3671274223116,2023-09-25,9.217500109113129,0.08690923969972064,0.6859426846194134,26.765412514184707,1022.7967081245636,186.45810985509777,92.81560174799232,0.574191755193785
9,C,718.754891596045,2023-09-25,9.210348870056498,-0.07907591807909604,604.7621274717513,26.90937695091808,1022.7433378619351,195.0253972457627,97.29968105579096,0.42151587747175145
9,Deep,6030.282852664568,2023-09-27,9.20485579937304,0.1655235109717868,0.9634263322884014,26.708072257053292,1022.8246610501567,196.3153934169279,97.63435031347963,0.57811711598746085
9.5,A,1072.3233912698415,2023-09-25,9.747888474810214,0.0032125603864734294,0.7594563226363009,26.8265037715666,1022.7757862301587,195.79195034506557,97.55726050724638,0.6339226397515528
9.5,B,1259.7346035256412,2023-09-25,9.728499679487179,0.010146474358974374,0.680849375,26.76472248397436,1022.803487676282,189.98816955128206,94.57462147435898,0.5629799070512821
9.5,C,963.0023903186277,2023-09-25,9.833014501633986,-0.05472426470588234,490.8867258986928,26.9083452001634,1022.7470600490196,195.3660197099673,97.46877359068628,0.42477594362745097
9.5,Deep,3224.356878048781,2023-09-27,9.704760162601627,0.1414837398373984,0.5475532113821139,26.77181117886179,1022.8154713414634,178.0677987804878,88.6486768292683,0.5588315040650407
10,A,1127.65147907679,2023-09-25,10.245760641357492,0.0035506183491515976,0.7087581478285878,26.82628721958585,1022.7730874388841,195.65221268334773,97.48379936008052,0.6311436345987921
10,B,1297.5489225087304,2023-09-25,10.249540379622168,-0.022166644283284097,0.5984866794251947,26.765554746396276,1022.8084245702391,192.13393984465932,95.64655244426538,0.5580850714029904
10,C,861.6424383657396,2023-09-25,10.205560967086033,-0.12026524971406792,522.6955985512772,26.907771919875458,1022.7485730699581,194.66143958889313,97.11576618693607,0.4200876305756767
10,Deep,1573.7554347826092,2023-09-27,10.210304347826087,0.173695652173913,0.447156,26.809871304347826,1022.8067165217392,173.72545217391306,86.54699130434783,0.5519670434782609
10.5,A,1060.954603841991,2023-09-25,10.754231006493505,0.004752759740259767,0.6423768841991342,26.826383530844154,1022.7640781818181,194.39529983766235,96.85127132034631,0.6269420183982684
10.5,B,1467.2665966524646,2023-09-25,10.763528012781498,-0.03884283323189287,0.5483072160681679,26.76535289333536,1022.8074968708156,190.12530744065734,94.64380776019476,0.5552433595556908
10.5,C,1182.3469740036649,2023-09-25,10.744120476408611,-0.13458031760574135,497.19771949916014,26.907115765765766,1022.7512610188578,186.93448684913727,93.25672625591693,0.42455036188731105
10.5,Deep,1478.6175729729732,2023-09-27,10.817713513513514,0.20589729729729728,0.39383362162162167,26.815566216216215,1022.8007013513513,192.2832054054054,95.8001972972973,0.5646963243243244
11,A,912.5719605442174,2023-09-25,11.267829506802721,0.009370408163265289,0.5382052227891156,26.827140744047618,1022.7516767431973,191.44582278911565,95.37670556972789,0.6255252355442177
11,B,1176.421626262567,2023-09-25,11.288550256036832,-0.1436613090763882,0.44213111522831905,26.765520934534436,1022.80338680412,186.1549842237856,92.66355207648219,0.5576500867354129
11,C,1042.2934758358601,2023-09-25,11.233760124371425,-0.18864945683467044,513.6626524893478,26.900816912018733,1022.753926470193,195.22844522283214,97.38680880772331,0.4300211030286746
11,Deep,1921.132739285714,2023-09-27,11.190796428571428,-0.07876428571428569,0.4155980714285714,26.80170857142857,1022.8056710714286,194.34822321428572,96.80656607142856,0.5655283214285715
11.5,A,841.8510591029567,2023-09-25,11.795330246807339,-0.025610529758011792,0.47400911552098035,26.821147401122165,1022.740189090737,184.30481146948472,91.81326678943927,0.6413643728270972
11.5,B,935.2489154131495,2023-09-25,11.790469494316763,-0.2186638207427412,0.40869726210622337,26.760946123739274,1022.8150008332752,185.66743769729555,92.42077003792568,0.5471297780291677
11.5,C,583.3944792363204,2023-09-25,11.79877148990591,-0.17134266008952226,450.9816137754636,26.90035953137846,1022.7566577212935,196.1516192655522,97.8473531835206,0.4250053662190555
11.5,Deep,1680.8165642458123,2023-09-27,11.739905027932961,0.05407821229050278,0.37418290502793294,26.806895810055867,1022.8114893854748,189.0061284916201,94.15566201117318,0.5908075418994414
12,A,633.7959728591363,2023-09-25,12.308026454033534,-0.02166485891856098,0.41127837566345704,26.825853829506798,1022.7519695136014,187.27669326192063,93.30427904781402,0.6706652910973618
12,B,907.9985822916674,2023-09-25,12.249210444078948,-0.05425518092105264,0.4106660934758772,26.765451177357455,1022.8169875534539,189.71949229714915,94.44507526041667,0.5481556359649122
12,C,583.64985111007,2023-09-25,12.202181095415167,-0.09819712588102761,445.8986944341983,26.900216248542005,1022.7584664289844,194.51610431018153,97.03051673329412,0.4306661750690367
12,Deep,1346.3675950920233,2023-09-27,12.312018404907976,-0.01917791411042946,0.34195171779141104,26.81569570552147,1022.8344193251534,158.32176687116566,78.88985889570552,0.5766871779141104
12.5,A,640.7917607809029,2023-09-25,12.676121500693617,0.050533094063178005,0.3781569343694679,26.827689191936926,1022.771929277013,192.36827299931343,95.85033436570629,0.666890418416418
12.5,B,907.5246155781944,2023-09-25,12.737719927825504,0.10523589244083928,0.3975374103854629,26.766804020374927,1022.8203234273305,193.62320200396002,96.39053611599016,0.550973951873024
12.5,C,516.1625547662292,2023-09-25,12.77882761947067,-0.026224972154449987,433.6446494112655,26.896534708317866,1022.7620609605389,195.7444982546807,97.63798139486315,0.4289043184801634
12.5,Deep,1021.7561976744187,2023-09-27,12.808669767441861,-0.13702325581395353,0.2515524558139535,26.826033604651162,1022.8168302325581,178.64547209302324,89.02731627906977,0.5864895348837209
13,A,1126.3376713169641,2023-09-25,13.17691386320153,0.059196747448979625,0.3321484376019963,26.82807344148597,1022.8011637496014,198.73980444834183,99.0350159638074,0.6324277523118622
13,B,961.3919263310077,2023-09-25,13.192935371842088,0.2340868869936034,0.36662835508819536,26.767477776135557,1022.8217529194934,195.93384758674162,97.54139130726239,0.5513217810783744
13,C,479.44821306856693,2023-09-25,13.266990469836365,0.10458627829669687,431.34993245078067,26.89032702870052,1022.7658136858277,196.64895329552638,98.0792566402135,0.4275995132382892
13,Deep,1272.1794070945932,2023-09-27,13.24418918918919,-0.14494256756756757,0.22421758783783785,26.819838682432433,1022.8145483952703,186.530875,92.94379983108108,0.6035413513513513
13.5,A,1626.539645756834,2023-09-25,13.756950224398205,0.013944920440636523,0.31667670344000654,26.824945124439004,1022.8041749082008,198.8992992146063,99.10938463892288,0.6511046389228887
13.5,B,1557.179571836007,2023-09-25,13.71160255496138,0.06106182412358881,0.269236472667855,26.76637540701129,1022.8243640062389,196.42794499405824,97.78565430778372,0.5375882014260249
13.5,C,502.9066081441432,2023-09-25,13.707251008099483,0.17128488891394084,374.63020383121165,26.887052716990702,1022.7681176064033,197.46023913312115,98.47836068390336,0.42781173052742033
13.5,Deep,1143.1896597510374,2023-09-27,13.731161825726142,0.016877593360995886,0.2261191390041494,26.823616078838175,1022.8180337136929,183.32913174273858,91.35515663900415,0.5605761410788382
14,A,1676.5287971052633,2023-09-25,14.237744210526316,-0.06467631578947368,0.2596901605264934,26.824770802631576,1022.8062790657896,198.67789644736843,98.99867131578947,0.6356670894736842
14,B,2284.493747933884,2023-09-25,14.22401652892562,-0.054450413223140495,0.2349249958677686,26.76547988980716,1022.8274961432508,198.172608815427,98.6534194214876,0.5387394352617081
14,C,712.2143932329609,2023-09-25,14.191532580540716,0.09988554314392101,383.53259187307754,26.893227256354216,1022.7684232758621,197.4127766310507,98.46475997652581,0.42911383681398735
14,Deep,939.685673640167,2023-09-27,14.252089958158995,0.24104811715481173,0.20783530543933054,26.829341841004183,1022.8067050209205,199.3268127615063,99.33080648535565,0.5673745606694561
14.5,A,1548.4715616981132,2023-09-25,14.74525679245283,-0.022089811320754688,0.19872970377382077,26.825362933962264,1022.8083310943396,198.92159301886792,99.12103858490566,0.6105505150943397
14.5,B,2234.710567989865,2023-09-25,14.751711993243244,-0.10558868243243247,0.16958688965373186,26.764594277871623,1022.8301061233108,198.03346642736489,98.58270692567567,0.5338452407094595
14.5,C,1423.3196537313434,2023-09-25,14.798088391376451,-0.06304825870646763,347.2743018242123,26.876403855721392,1022.7760521973466,197.47746998341626,98.4697631840796,0.43934964676616917
14.5,Deep,1181.3800710659907,2023-09-27,14.649253807106598,0.4115837563451777,0.21973370558375635,26.82183299492386,1022.810635532995,199.46246700507615,99.38614720812183,0.5701454822335026
15,A,1550.6578829787236,2023-09-25,15.254955275727312,0.006332175423360826,0.1856631306993009,26.82592364307425,1022.8103667824577,198.9177852800695,99.12005764220581,0.6077093247937473
15,B,2269.3879468085106,2023-09-25,15.265382624113474,-0.04559751773049651,0.19647038652485604,26.763636666666667,1022.8324785106383,198.0863140070922,98.60743156028369,0.5386464645390071
15,C,1441.0095478599756,2023-09-25,15.24615404074935,0.08718699576097363,352.9054881717489,26.864063267468893,1022.7807797620676,197.54464125529879,98.48241477505812,0.43875511896622454
15,Deep,3279.3958421052635,2023-09-27,15.217210526315789,0.29684210526315785,0.2863973684210526,26.770432894736842,1022.8287315789473,199.2726842105263,99.20810526315789,0.6193376315789474
15.5,A,1592.4122626923076,2023-09-25,15.756583461538462,0.016510384615384607,0.14805835215401925,26.825997846153847,1022.8124656153846,198.77003615384615,99.04643519230768,0.6198422769230769
15.5,B,1962.5029536812299,2023-09-25,15.72908909789644,-0.04808090614886736,0.13122722302614725,26.76339634911003,1022.8346528923948,198.08669715817152,98.6073357605178,0.5395239502427185
15.5,C,1457.7247976190474,2023-09-25,15.713316666666667,-0.031514285714285745,328.2917857142857,26.858272857142858,1022.7849836904761,197.60101666666668,98.50162261904762,0.43943840476190477
15.5,Deep,1787.8481610169479,2023-09-27,15.816728813559322,0.15900847457627115,0.21541194915254236,26.805818644067795,1022.8202826271187,199.24119491525423,99.24968220338982,0.580492966101695
16,A,1676.1399658778205,2023-09-25,16.255476059438635,-0.022162080352228962,0.1394034226946717,26.825998108145292,1022.8145971794166,198.7866931067694,99.0547537149147,0.6269167817831591
16,B,1979.872368861024,2023-09-25,16.250402298850574,0.11400853361198186,0.10429799160163863,26.7637931774643,1022.8367408089516,198.04242781260885,98.58587042842215,0.5396932950191571
16,C,1246.3064680851064,2023-09-25,16.249864539007092,0.015250354609929073,326.3496560283688,26.85430338652482,1022.7884906382978,197.77064219858158,98.57973882978723,0.43816674468085104
16,Deep,4770.178098039216,2023-09-27,16.278117647058824,-0.05076470588235292,0.2722133333333333,26.734644117647058,1022.8443431372549,199.19613725490197,99.11170588235294,0.5997994117647059
16.5,A,1606.6502181818182,2023-09-25,16.75271212121212,-0.007491666666666659,0.10121024469715303,26.826000075757577,1022.8167983333333,198.62105833333334,98.97245871212121,0.6259237803030304
16.5,B,2250.837527260638,2023-09-25,16.748690492021275,0.0010339095744680976,0.0813742333778627,26.764297057845745,1022.838699318484,198.11871841755317,98.62469381648935,0.5369800698138298
16.5,C,1343.179406097561,2023-09-25,16.74448536585366,-0.014306910569105689,339.219756097561,26.852411768292683,1022.7912470934959,197.71873048780486,98.55080589430895,0.4410500609756098
16.5,Deep,6347.388729411765,2023-09-27,16.74124705882353,-0.16965882352941175,0.24487003529411763,26.698564705882355,1022.8577111764706,199.26943529411764,99.08970000000001,0.5944837647058824
17,A,1589.720394767442,2023-09-25,17.252735077519382,0.006917635658914743,0.08328640006840872,26.82585320736434,1022.8190183430232,198.6453968023256,98.98440232558139,0.6176870096899225
17,B,2187.5159048408486,2023-09-25,17.280518236074272,0.046405835543766594,0.06579141886628813,26.764602155172412,1022.8409966511936,198.01770888594166,98.57498209549072,0.5512858123342175
17,C,1278.1128387820513,2023-09-25,17.244692307692308,0.11893365384615384,304.04676602564103,26.85045043269231,1022.7940450961538,197.55403958333335,98.4656060897436,0.44811538461538464
17,Deep,5162.753676470589,2023-09-27,17.280264705882352,-0.12591176470588236,0.21611029411764707,26.7256,1022.851455882353,199.2067205882353,99.10236764705883,0.5967452941176471
17.5,A,1543.3964309868875,2023-09-25,17.752341959972394,0.04024516908212562,0.06636605969657247,26.826114406487235,1022.8210691425121,198.92919082125604,99.1261663216011,0.6266909213250518
17.5,B,2043.3604517681115,2023-09-25,17.732490377092788,0.00843741198560475,0.03355968923224899,26.76568535440463,1022.8427604443749,198.146333731028,98.64092880613363,0.5707178759192615
17.5,C,1399.8108485233408,2023-09-25,17.755887583359797,0.09845919339472846,294.5735201651318,26.84901458399492,1022.7970602175294,197.4831532232455,98.42826651317878,0.4704426976818037
17.5,Deep,5223.953125,2023-09-27,17.77225,-0.04696875000000009,0.2312325,26.7228765625,1022.8542671875,199.21925,99.10403125,0.5671925
18,A,1488.4921310641628,2023-09-25,18.24946165884194,0.0493581116327595,0.052056831263678924,26.826650247782993,1022.8230700899844,198.72444118414188,99.02497522170057,0.6418861437141368
18,B,1691.8981165172854,2023-09-25,18.22347353819889,-0.019337174562526673,0.021371830366760564,26.766028841229193,1022.8447998186086,197.9753759069569,98.5563506188647,0.5515511481007256
18,C,1501.4859685185183,2023-09-25,18.241262962962963,0.04335185185185186,285.61854166666666,26.848248854166666,1022.7994788425926,197.44469826388888,98.40799444444444,0.4601943680555556
18,Deep,5359.018411764706,2023-09-27,18.276176470588236,0.036970588235294144,0.15585494117647058,26.71791176470588,1022.8580029411764,199.20882352941177,99.0907205882353,0.5857573529411765
18.5,A,1444.3673406593407,2023-09-25,18.744150488400486,0.025085775335775308,0.04698640398196062,26.826999526862025,1022.8250402014653,198.7053630952381,99.01597268009768,0.657346684981685
18.5,B,1744.5271281024038,2023-09-25,18.76288508891929,-0.026713015438733653,0.026242225039772426,26.765577550322455,1022.8469658589017,198.03337385186632,98.58432631424662,0.5318473627125269
18.5,C,1573.7966574448942,2023-09-25,18.740602789023843,0.005061853351327028,290.51811965811964,26.84802081646424,1022.8016326135853,197.65366115609538,98.5117140125956,0.45948960638776426
18.5,Deep,5292.768488888888,2023-09-27,18.77291111111111,0.08322222222222224,0.1392104,26.716663333333333,1022.8603344444444,199.02743333333333,98.9984,0.6105008888888889
19,A,1455.6830153846154,2023-09-25,19.244492931392934,-0.004477650727650717,0.031168197248684932,26.827669085239087,1022.8271226039501,198.70769038461538,99.0184804054054,0.6359993409563409
19,B,1918.2480136752135,2023-09-25,19.25467777777778,-0.060638461538461516,0.02450577625348034,26.76540858974359,1022.8490988461538,198.0486,98.59157606837607,0.5322251367521368
19,C,1281.658908227848,2023-09-25,19.256536835443036,-0.023402911392405093,304.9364772151899,26.848775613924047,1022.8034889873418,197.4910287341772,98.43176867088607,0.4558401126582279
19,Deep,3370.881329113925,2023-09-27,19.297240506329114,0.15422784810126586,0.10398992405063291,26.764323417721517,1022.8479056962025,199.4162088607595,99.26926582278482,0.5960025316455696
19.5,A,1577.2545899868248,2023-09-25,19.74878853754941,-0.04333333333333333,0.021875589508583138,26.82757735836627,1022.8292891897233,198.91368978919633,99.12086119894599,0.6512463451910409
