depth_cat,time_s,date,pressure,descent_rate,PAR,temp,density,oxygen_conc,perc_ox_sat,fluorescence,c_star_at0,c_star_tr0,station
16.5,610.8541818181818,2023-09-26,16.734772727272727,0.48772727272727273,0.2148718181818182,26.757645454545454,1022.8393409090909,198.49229545454546,98.79884090909091,0.6340322727272727,0.5264181818181818,87.66850454545454,A2
17,611.72915,2023-09-26,17.2472,0.5484,0.1746585,26.756165,1022.8419074999999,198.625925,98.86280000000001,0.6201450000000001,0.525415,87.690575,A2
17.5,612.6041818181818,2023-09-26,17.75522727272727,0.5839545454545454,0.1465,26.755736363636363,1022.8440795454545,198.7630681818182,98.93022727272728,0.6218777272727273,0.5262045454545454,87.67303181818181,A2
18,613.625,2023-09-26,18.269333333333332,0.547037037037037,0.11452251851851852,26.75629074074074,1022.8461666666667,198.64483333333334,98.87238888888889,0.640077037037037,0.5274888888888889,87.64515555555556,A2
18.5,614.8958235294118,2023-09-26,18.76714705882353,0.4275,0.09802685294117647,26.75588823529412,1022.8482220588236,198.7788088235294,98.93819117647058,0.6822885294117647,0.5255676470588235,87.6872794117647,A2
19,616.3541666666666,2023-09-26,19.251361111111112,0.33825,0.0699458611111111,26.756556944444444,1022.8502277777777,198.75941666666668,98.92975,0.6512005555555556,0.5254777777777778,87.68919166666666,A2
19.5,617.7083448275862,2023-09-26,19.735413793103447,0.3446206896551724,0.05050096551724138,26.756746551724138,1022.852275862069,198.9173620689655,99.0088448275862,0.6551731034482758,0.5250034482758621,87.69937586206896,A2
20,626.3386395348837,2023-09-26,20.37679069767442,0.011686046511627898,0.027462744186046512,26.756631976744185,1022.8549819767442,198.96243604651164,99.03088372093023,0.7050001162790698,0.5263697674418605,87.66958372093023,A2
20.5,630.6764759358289,2023-09-26,20.754213903743317,0.018117647058823547,0.028068529411764707,26.75679331550802,1022.8565695187166,198.75917647058824,98.93002139037434,0.7264891978609626,0.5259149732620321,87.67948983957218,A2
21,631.0368615384615,2023-09-26,21.199146153846154,0.17793076923076923,0.015544461353938463,26.756562307692306,1022.8584907692308,198.65384230769232,98.87712307692307,0.6930118461538461,0.5252469230769231,87.69431,A2
21.5,627.8258515625,2023-09-26,21.676328125,0.1657265625,0.01887962898450781,26.75631953125,1022.8605578125,198.79914453125,98.94904296875,0.69800234375,0.52666171875,87.66314609375,A2
22,640.95832,2023-09-26,22.25772,0.40408,0.0035999432004799998,26.756922,1022.863026,198.97676,99.03864,0.6433696,0.525944,87.678872,A2
22.5,642.00168,2023-09-26,22.75764,0.47076,1.8587824063999995e-4,26.756956,1022.865174,198.73932,98.92044,0.652014,0.525672,87.684848,A2
23,643.1026785714286,2023-09-26,23.260857142857144,0.46960714285714283,3.6847572357142876e-5,26.756866071428572,1022.8673571428571,198.61541071428573,98.85860714285714,0.6513607142857143,0.5254035714285714,87.690575,A2
23.5,644.3762424242424,2023-09-26,23.74739393939394,0.4057878787878788,3.4775181906060594e-4,26.75735,1022.8692409090909,199.11389393939393,99.1074696969697,0.6570090909090909,0.5271878787878788,87.65152727272728,A2
24,645.707,2023-09-26,24.235806451612902,0.3624193548387097,1e-12,26.756653225806453,1022.8716532258064,198.73848387096774,98.91956451612903,0.6459883870967742,0.5254225806451613,87.6903741935484,A2
24.5,646.8541666666666,2023-09-26,24.718208333333333,0.39570833333333333,1.2138342916666665e-6,26.75601875,1022.8738416666666,199.14325,99.119875,0.6350729166666667,0.5262708333333334,87.6719,A2
25,647.7916666666666,2023-09-26,25.22052380952381,0.4767142857142857,1e-12,26.75607380952381,1022.8760452380952,199.06778571428572,99.08247619047619,0.63091,0.526,87.67782857142856,A2
25.5,648.6666666666666,2023-09-26,25.770333333333333,0.5737142857142857,1e-12,26.755514285714288,1022.8785476190476,198.89764285714287,98.99692857142857,0.6162557142857144,0.5262761904761905,87.6719,A2
26,649.4166666666666,2023-09-26,26.289733333333334,0.6448666666666667,1e-12,26.755613333333333,1022.88076,199.04523333333333,99.0705,0.62564,0.5247466666666667,87.7051,A2
26.5,650.125,2023-09-26,26.775368421052633,0.6802105263157895,1e-12,26.75565,1022.8828921052632,198.95342105263157,99.02494736842105,0.6196247368421053,0.5258421052631579,87.68107368421052,A2
27,650.8333333333334,2023-09-26,27.2738,0.6941999999999999,1e-12,26.754929999999998,1022.88516,198.61293333333333,98.8542,0.6344313333333333,0.52642,87.66857999999999,A2
27.5,651.5208333333334,2023-09-26,27.727833333333333,0.6891666666666667,1e-12,26.754155555555556,1022.8871972222222,198.7301111111111,98.91125,0.6282038888888889,0.5262666666666667,87.6719,A2
