Experiment Name:,,Exp_20240715_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tube Name:,Station,Depth,Abort(%):,Absolute Count:,All Events ,Include Events,Low Chlorophyll Events,Autotrophic (Hi Chl) Events,Small Autotrophs (Cyanobacteria) Events,Large Autotrophs (PicoEuks) Events,H1-UR Events,H1-UL Events,Heterotrophic Bacteria Events,Hoechst Junk Events,LowPECyanos Events,HighPECyanos Events,Chlorophyll Junk Events,True Autotrophs Events,H2-LL Events,H2-LR Events,All Events  Mean FSC-H,Include Mean FSC-H,Low Chlorophyll Mean FSC-H,Autotrophic (Hi Chl) Mean FSC-H,Small Autotrophs (Cyanobacteria) Mean FSC-H,Large Autotrophs (PicoEuks) Mean FSC-H,H1-UR Mean FSC-H,H1-UL Mean FSC-H,Heterotrophic Bacteria Mean FSC-H,Hoechst Junk Mean FSC-H,LowPECyanos Mean FSC-H,HighPECyanos Mean FSC-H,Chlorophyll Junk Mean FSC-H,True Autotrophs Mean FSC-H,H2-LL Mean FSC-H,H2-LR Mean FSC-H,All Events  Mean SSC-H,Include Mean SSC-H,Low Chlorophyll Mean SSC-H,Autotrophic (Hi Chl) Mean SSC-H,Small Autotrophs (Cyanobacteria) Mean SSC-H,Large Autotrophs (PicoEuks) Mean SSC-H,H1-UR Mean SSC-H,H1-UL Mean SSC-H,Heterotrophic Bacteria Mean SSC-H,Hoechst Junk Mean SSC-H,LowPECyanos Mean SSC-H,HighPECyanos Mean SSC-H,Chlorophyll Junk Mean SSC-H,True Autotrophs Mean SSC-H,H2-LL Mean SSC-H,H2-LR Mean SSC-H,All Events  Mean SybrGreen-H,Include Mean SybrGreen-H,Low Chlorophyll Mean SybrGreen-H,Autotrophic (Hi Chl) Mean SybrGreen-H,Small Autotrophs (Cyanobacteria) Mean SybrGreen-H,Large Autotrophs (PicoEuks) Mean SybrGreen-H,H1-UR Mean SybrGreen-H,H1-UL Mean SybrGreen-H,Heterotrophic Bacteria Mean SybrGreen-H,Hoechst Junk Mean SybrGreen-H,LowPECyanos Mean SybrGreen-H,HighPECyanos Mean SybrGreen-H,Chlorophyll Junk Mean SybrGreen-H,True Autotrophs Mean SybrGreen-H,H2-LL Mean SybrGreen-H,H2-LR Mean SybrGreen-H,All Events  Mean Chlorophyll-H,Include Mean Chlorophyll-H,Low Chlorophyll Mean Chlorophyll-H,Autotrophic (Hi Chl) Mean Chlorophyll-H,Small Autotrophs (Cyanobacteria) Mean Chlorophyll-H,Large Autotrophs (PicoEuks) Mean Chlorophyll-H,H1-UR Mean Chlorophyll-H,H1-UL Mean Chlorophyll-H,Heterotrophic Bacteria Mean Chlorophyll-H,Hoechst Junk Mean Chlorophyll-H,LowPECyanos Mean Chlorophyll-H,HighPECyanos Mean Chlorophyll-H,Chlorophyll Junk Mean Chlorophyll-H,True Autotrophs Mean Chlorophyll-H,H2-LL Mean Chlorophyll-H,H2-LR Mean Chlorophyll-H,All Events  Mean V-SSC-H,Include Mean V-SSC-H,Low Chlorophyll Mean V-SSC-H,Autotrophic (Hi Chl) Mean V-SSC-H,Small Autotrophs (Cyanobacteria) Mean V-SSC-H,Large Autotrophs (PicoEuks) Mean V-SSC-H,H1-UR Mean V-SSC-H,H1-UL Mean V-SSC-H,Heterotrophic Bacteria Mean V-SSC-H,Hoechst Junk Mean V-SSC-H,LowPECyanos Mean V-SSC-H,HighPECyanos Mean V-SSC-H,Chlorophyll Junk Mean V-SSC-H,True Autotrophs Mean V-SSC-H,H2-LL Mean V-SSC-H,H2-LR Mean V-SSC-H,All Events  Mean Violet660-H,Include Mean Violet660-H,Low Chlorophyll Mean Violet660-H,Autotrophic (Hi Chl) Mean Violet660-H,Small Autotrophs (Cyanobacteria) Mean Violet660-H,Large Autotrophs (PicoEuks) Mean Violet660-H,H1-UR Mean Violet660-H,H1-UL Mean Violet660-H,Heterotrophic Bacteria Mean Violet660-H,Hoechst Junk Mean Violet660-H,LowPECyanos Mean Violet660-H,HighPECyanos Mean Violet660-H,Chlorophyll Junk Mean Violet660-H,True Autotrophs Mean Violet660-H,H2-LL Mean Violet660-H,H2-LR Mean Violet660-H,All Events  Mean PE-H,Include Mean PE-H,Low Chlorophyll Mean PE-H,Autotrophic (Hi Chl) Mean PE-H,Small Autotrophs (Cyanobacteria) Mean PE-H,Large Autotrophs (PicoEuks) Mean PE-H,H1-UR Mean PE-H,H1-UL Mean PE-H,Heterotrophic Bacteria Mean PE-H,Hoechst Junk Mean PE-H,LowPECyanos Mean PE-H,HighPECyanos Mean PE-H,Chlorophyll Junk Mean PE-H,True Autotrophs Mean PE-H,H2-LL Mean PE-H,H2-LR Mean PE-H,All Events  Mean R-Phycocyanin-H,Include Mean R-Phycocyanin-H,Low Chlorophyll Mean R-Phycocyanin-H,Autotrophic (Hi Chl) Mean R-Phycocyanin-H,Small Autotrophs (Cyanobacteria) Mean R-Phycocyanin-H,Large Autotrophs (PicoEuks) Mean R-Phycocyanin-H,H1-UR Mean R-Phycocyanin-H,H1-UL Mean R-Phycocyanin-H,Heterotrophic Bacteria Mean R-Phycocyanin-H,Hoechst Junk Mean R-Phycocyanin-H,LowPECyanos Mean R-Phycocyanin-H,HighPECyanos Mean R-Phycocyanin-H,Chlorophyll Junk Mean R-Phycocyanin-H,True Autotrophs Mean R-Phycocyanin-H,H2-LL Mean R-Phycocyanin-H,H2-LR Mean R-Phycocyanin-H,All Events  Events/μL(B),Include Events/μL(B),Low Chlorophyll Events/μL(B),Autotrophic (Hi Chl) Events/μL(B),Small Autotrophs (Cyanobacteria) Events/μL(B),Large Autotrophs (PicoEuks) Events/μL(B),H1-UR Events/μL(B),H1-UL Events/μL(B),Heterotrophic Bacteria Events/μL(B),Hoechst Junk Events/μL(B),LowPECyanos Events/μL(B),HighPECyanos Events/μL(B),Chlorophyll Junk Events/μL(B),True Autotrophs Events/μL(B),H2-LL Events/μL(B),H2-LR Events/μL(B),All Events  Events/μL(V),Include Events/μL(V),Low Chlorophyll Events/μL(V),Autotrophic (Hi Chl) Events/μL(V),Small Autotrophs (Cyanobacteria) Events/μL(V),Large Autotrophs (PicoEuks) Events/μL(V),H1-UR Events/μL(V),H1-UL Events/μL(V),Heterotrophic Bacteria Events/μL(V),Hoechst Junk Events/μL(V),LowPECyanos Events/μL(V),HighPECyanos Events/μL(V),Chlorophyll Junk Events/μL(V),True Autotrophs Events/μL(V),H2-LL Events/μL(V),H2-LR Events/μL(V)
02-Well-D04,B2,45,0.67,Beads Population=#### Beads Count=1 Sample Volume=1μL,51663,48880,35454,13426,12891,101,8,21,34067,1358,12727,164,434,12992,0,0,4509.6,4071.1,3279,6163,3366.1,56394.6,11856.6,6109,3188.7,5448.5,3345.5,4964.6,77547.3,3778.4,####,####,7815.1,5756.9,2429.1,14544.6,2398.5,64879.4,33165,10311.4,1728.7,19696.8,2313.6,8991.5,363603.3,2884.3,####,####,2146.6,1775.8,1042.5,3712.4,2584.5,96031.5,6843.3,8777.1,1028.4,1241.8,2047.3,44271.2,15729.6,3310.9,####,####,2103.5,1999.6,270.9,6564.8,2544.2,507282.6,427.2,388.6,270.1,286.9,2244.5,25807.4,9458.4,6468.1,####,####,208147.8,177990.9,155212,238143.1,131151.7,2405391.3,2208119.5,748870.8,126778.2,847232.4,125360.8,580551.3,2911723.8,148831.7,####,####,430,410.5,309.6,676.9,422.3,23017.8,1433.7,1078.2,309.7,288.4,417.5,797.1,3040.9,598,####,####,455.9,451.9,362.4,688.2,512.9,23428.5,361.7,367.2,362.5,359.1,366.9,11843.4,605.3,691,####,####,672.7,653.4,296.8,1595.1,628.9,121798.9,373.4,308.6,296.7,299.5,573.6,4916.1,2320.2,1570.8,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,688,818.11,472.14,178.8,171.67,1.35,0.11,0.28,453.67,18.08,169.49,2.18,5.78,173.02,0,0
02-Well-D05,B2,75,0.89,Beads Population=#### Beads Count=1 Sample Volume=1μL,50300,45971,30943,15028,14583,94,4,20,29994,925,14473,110,351,14677,0,0,4725.3,4070,3240.4,5778.2,3327.8,43488.1,31251.8,6213.8,3139,6342.9,3315.9,4897.6,97484.8,3585,####,####,8799.1,6859.4,2446.9,15944.9,2588,55266.6,39665.2,9305.5,1646,28105.9,2538.6,9082.9,560356.1,2925.4,####,####,2049.8,1670.7,1068.7,2910.4,2467.8,26552.8,6821.4,6406.2,1059.3,1231.8,2093.7,51691.1,14967.3,2622.1,####,####,2529.9,2365.8,272.3,6676.5,3913.2,387104.1,433.9,348.8,271.4,298,3597.4,45469.3,19600.2,6367.4,####,####,207053.3,168018.3,145355.6,214681.2,128450.1,2312463,2777536.3,601880.4,120823.6,919576.4,125035.7,577700.1,3235526,142437.8,####,####,472.6,425.6,313.7,655.8,437.8,18940.6,11670.6,1172.7,312.1,297.4,434.4,877.7,4818.2,556.3,####,####,426.1,421.4,362.8,542.1,537.1,832.7,369.2,363.3,362.7,365,368.9,22664.4,673.7,539,####,####,756.9,704.1,295.5,1545.4,777.4,87165.4,265.6,298.5,295.5,298,728.8,7181.8,10520.8,1330.7,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,670.17,769.88,412.27,200.22,194.3,1.25,0.05,0.27,399.62,12.32,192.83,1.47,4.68,195.55,0,0
02-Well-D06,B2,100,0.52,Beads Population=#### Beads Count=1 Sample Volume=1μL,29035,24237,20626,3611,3188,152,3,12,20019,592,3183,5,271,3340,0,0,6587.5,5138.5,3142.7,16538.7,4877,58651,26243.5,5369.4,3046.1,6247.9,4872.8,7597.3,130103.7,7324.2,####,####,15685.3,11497.3,2362.3,63676.7,9853,71012.5,94341.7,9218,1596.1,27664.4,9815.6,33715.5,692734.8,12636.3,####,####,1978.5,1558.9,1058.7,4416.1,3044.8,10484,12237.9,7400.6,1049.8,1173.1,1978.2,682034.8,17144,3383.3,####,####,8993.3,9210.6,272.2,60266.6,29117.8,774567.9,472.3,398.7,271.2,303.5,29107.9,35432.3,26054.8,63042.5,####,####,259157.2,210203,142437.1,597281.5,284060,1874963.3,3154413.5,562175.8,117944,946921.9,280961.5,2256536.8,3565335.5,356460.4,####,####,728.5,641.1,316.6,2494.8,1155.2,25801.4,5846.2,973.7,315.9,296.8,1155.7,831.6,5182.1,2276.8,####,####,393.1,375.7,363.5,445.3,415.2,615.9,453.1,377.1,363.5,360.8,411.9,2540.3,703.6,424.3,####,####,1724.9,1758.7,295,10119.5,3570.7,148561.4,362.8,284.5,295.1,293,3571.3,3167.9,9508.7,10169,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,386.86,405.92,274.82,48.11,42.48,2.03,0.04,0.16,266.73,7.89,42.41,0.07,3.61,44.5,0,0
02-Well-D07,B2,125,0.34,Beads Population=#### Beads Count=1 Sample Volume=1μL,23559,19468,18005,1463,1008,62,7,44,16809,1145,1004,4,393,1070,0,0,7409.7,5438.5,3254,32323.3,5832.4,51486.5,12004.8,5885.8,3068.4,5824.3,5842.6,3271.6,97246.3,8477.8,####,####,21450.7,15982.8,3550.5,168985.9,13441.7,58059.3,34263.9,9565.1,1709.6,30158,13469.9,6343.5,585438.8,16027,####,####,1774.8,1466.1,1074.1,6290.1,1959.4,16268.5,5327.9,3946.9,1018,1762.6,1648.2,80086.5,15823.5,2788.6,####,####,4170.8,4290.8,273.9,53727.2,37140.9,626712,493.8,361.6,270.7,315.9,37238.9,12535.8,5874.8,71302.9,####,####,366835.8,293416.3,206979.7,1357182.8,344171.6,1683680.9,2534002.3,671377.2,127339.6,1344053.3,343975.9,393289.4,3903931.8,421788,####,####,570.2,497.3,319.3,2686.8,1378.8,17153.3,1516,1861.8,314.9,317.4,1382.1,553.6,3759.5,2292.8,####,####,405.8,387.5,364.5,670.7,427,2987.4,410.8,405.7,364.6,359.8,421.2,1885.3,930.3,575.3,####,####,874.5,829.1,295.3,7399.6,4131.7,97387.2,302.2,309.8,295.3,293.6,4139.3,2217.6,1584.8,9535.3,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,313.96,326.12,239.94,19.5,13.43,0.83,0.09,0.59,224,15.26,13.38,0.05,5.24,14.26,0,0
02-Well-D08,B2,150,0.98,Beads Population=#### Beads Count=1 Sample Volume=1μL,17206,14167,13554,613,298,24,5,9,12823,717,296,2,291,322,0,0,7497.6,5306.6,3265.5,50437.6,5979.6,41216.9,12676.1,6602.4,3054.9,6924.3,5989.7,4476,96725.5,8606,####,####,18938.6,13765.5,3306.5,245023.5,13894,46903.6,34023.1,9422.8,1770.4,30486.8,13938.8,7265.4,498052.5,16354.3,####,####,1790.7,1361.2,1023.2,8834.8,1709.7,4462.4,8446.5,3544.1,1003.3,1295.5,1523.8,29219.5,16491.9,1914.9,####,####,2352.8,2156.7,273.1,43804.1,36858.7,558519.3,473.2,376.2,271.3,301.7,36916,28377.8,8465.8,75740.2,####,####,371065.2,270617.2,186729.6,2125450.8,362509.4,1234520.1,2403330.3,647561.6,131666.6,1150246,362102.7,422705.7,4004278.5,427504,####,####,665,544.5,326,5375.1,1375.2,15083.7,3847.7,929.5,320.3,395.7,1382.3,319,8670.6,2396.9,####,####,412.6,380.3,364.1,739.4,506.1,523.5,334.5,407.4,364,364.3,411.3,14543.9,996.1,507.4,####,####,717.9,576.2,295.9,6774.9,3994,95124.1,281.5,324.3,296,293.4,3994,3996.4,2336.2,10786.3,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,229.39,237.45,180.7,8.17,3.97,0.32,0.07,0.12,170.96,9.56,3.95,0.03,3.88,4.29,0,0
02-Well-D09,B2,175,1.29,Beads Population=#### Beads Count=1 Sample Volume=1μL,15114,12255,11906,349,167,12,10,13,11253,630,162,5,170,179,0,0,7171.9,5238,3296.5,71472.6,5299.7,35526,16318.1,7465.3,3045.9,7479.1,5282.4,5859,139015.1,7326.1,####,####,21731.4,13036.3,3839.8,326774.3,10818.5,42584.2,44543.4,9963.9,1796.6,39562.4,10687.5,15062.7,657214.9,12948.1,####,####,2226.2,1573.3,985.5,21626.2,15211.3,3356.9,12539,6984.5,966.3,1021.3,4170,372950.6,29217.6,14416.6,####,####,1754.3,1481,271.3,42749.5,25455.1,467480.8,505.1,385.3,269.8,292,25445,25781.2,29757.7,55088.1,####,####,392626.8,254628.2,197074.3,2218055.8,311745.2,1135477.8,2673619.3,676814.8,131985.6,1310473.8,298678.8,735093.8,4167142.8,366967.4,####,####,574.9,451.8,322.1,4879.4,1031.9,12683.8,1396,1115.7,321.2,303,1036.7,876.4,8108.2,1813.1,####,####,465.5,427.1,364.7,2557.4,452.8,597.5,414.9,436.5,364.6,364.8,392.1,2419.8,4763.1,462.5,####,####,618.3,471.8,295.3,6494.1,2729.1,71282.3,285.4,304,295.1,298.1,2712.9,3252.6,5619.3,7324.9,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,201.48,205.37,158.71,4.65,2.23,0.16,0.13,0.17,150.01,8.4,2.16,0.07,2.27,2.39,0,0
02-Well-D10,B2,250,0.31,Beads Population=#### Beads Count=1 Sample Volume=1μL,12716,9651,9361,290,43,2,2,12,8432,915,38,5,245,45,0,0,9748,7895.5,4831.3,106805.6,3652.5,36372.6,8803.6,6015.8,3036.5,21346,3536.2,4536.4,125485,5106.7,####,####,31680.6,27814.9,10299.7,593193.1,3831.3,55086.7,32539.6,8249.2,1712.8,89409.3,2685.5,12539.8,701024.8,6109.3,####,####,2504.8,1394.2,995.3,14269.9,20529.8,456818.3,8914.5,6867.5,991.8,933.6,1517.5,165023.3,9558.6,39920.4,####,####,1485.2,454.9,273.5,6309.8,2295.4,299737.9,384.4,381.3,270.8,296.6,1487.2,8438.2,4619.1,15515.1,####,####,673216.8,489060.7,381729.2,3953647.3,264136.8,1956489.1,1991311,622444.9,127622.5,2716723.3,192740.5,806748.4,4617497.5,339352.4,####,####,708.9,397.1,315,3050,370.4,12407.2,1851.2,1107.3,313.7,312.4,373,350.3,3444,905.4,####,####,410.9,375.7,364.8,728.4,618.1,2625.4,432,378.8,364.7,365.4,390.2,2350,732.2,707.3,####,####,703.1,327.6,296.4,1335.6,614,54063.1,378,309.2,296.7,292.8,397.4,2260.7,1031.8,2989.6,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,169.5,161.72,124.78,3.87,0.57,0.03,0.03,0.16,112.39,12.2,0.51,0.07,3.27,0.6,0,0
02-Well-E01,C1,,0.45,Beads Population=#### Beads Count=1 Sample Volume=1μL,40574,33718,28234,5484,4755,214,6,17,27405,806,4733,22,515,4969,0,0,6561.2,6026.3,3297.1,20077.4,4657.5,48732.7,16838,6031.6,3152.1,8066.4,4648.8,6516.4,150542.6,6555.7,####,####,17446.4,16274.7,2387.6,87771.2,8953.7,50283.3,51473.4,11311.2,1424.3,34588.8,8889.5,22771.7,831071.6,10733.7,####,####,2874.8,2644.9,1510.3,8486.4,5455.3,28073.3,5581.3,10209.5,1508.6,1355.6,3020,529389.8,28333.4,6429.4,####,####,8273.1,8163.4,274.9,48776.8,27307.4,627261.1,471.5,427.4,273.8,309.8,27279.5,33314.6,6623.9,53145.6,####,####,252793.1,217846.1,135450.4,642054.9,270456.9,1439159,3526596.3,785311.9,103404.2,1186109,263484.3,1770514.6,3741799.5,320789.4,####,####,645.7,609.3,313.5,2132.2,1098.8,18727.7,4511.3,1473.8,311.8,315.4,1100.2,806.6,4777,1858.1,####,####,396.8,389,360.2,537.3,427.6,1817.4,361.6,408.1,360.2,359.8,400,6356.4,1018.2,487.4,####,####,1455.8,1429.6,295.5,7268.1,3271.5,110651.1,336.8,308.1,295.6,293.3,3268.5,3925.6,1209.2,7896.1,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,540.38,564.41,376.03,73.04,63.33,2.85,0.08,0.23,364.99,10.73,63.04,0.29,6.86,66.18,0,0
02-Well-E02,C1,5,0.61,Beads Population=#### Beads Count=1 Sample Volume=1μL,61609,51253,40401,10852,10042,105,13,34,37217,3137,9973,69,705,10147,0,0,13760.4,12300.1,7901.9,28674.3,3354.6,57260.2,8697.2,5630.2,3215.3,63524.4,3339.9,5478.3,385068.8,3912.4,####,####,50089.9,44053,25391.2,113529.1,1993.9,59148.7,34362,10600.8,1707.6,306493.9,1934.5,10569.7,1710333.3,2585.3,####,####,1963.9,1796.1,1116.1,4327.4,1715.8,188783.9,4495.9,5586,1117,1043.4,1552.9,25251.9,14054.8,3651.5,####,####,1184.9,1136.7,288.6,4294.1,1193.2,307120.2,380.9,408.4,288.6,287.5,1038.3,23579.2,3361.9,4358.9,####,####,426367.4,344893.2,335464.1,379996.8,124043.6,2657170.3,2254782,789419.2,123794,2833819.3,120439.5,644964.8,3686634.3,150256.1,####,####,614.3,563.1,321.9,1461.2,375.1,18847.3,1746.3,1507.1,311.2,430,365.8,1713.7,14342.6,566.2,####,####,444.8,444.1,362.2,748.8,394.1,31207.8,402.8,388.2,361.3,373,364.7,4648.8,1263.9,713,####,####,491,476.1,297.9,1139.3,418.3,70726.3,301.1,302.7,298.2,294.5,383.1,5510.9,1045.2,1145.8,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,820.81,858.29,538.26,144.58,133.79,1.4,0.17,0.45,495.84,41.79,132.87,0.92,9.39,135.19,0,0
02-Well-E03,C1,25,0.57,Beads Population=#### Beads Count=1 Sample Volume=1μL,58155,49860,38016,11844,11272,95,8,29,36268,1711,11201,71,477,11367,0,0,4696.9,4205.5,3420.4,6725.6,3363.3,62876.5,10013.1,6796.9,3241.2,7131.4,3355,4682.4,74996.4,3860.7,####,####,7795.2,6586.2,2672.6,19147.8,2009.6,62140,38346.9,12056.2,1718,22581.7,1961.9,9537.3,415579.1,2512.1,####,####,1977.9,1748.5,1103.9,3817.4,1631.6,213641.2,8418.3,8867.8,1091.6,1199.3,1442.1,31529.6,13682.7,3403.4,####,####,1418.4,1319.5,281.8,4650,1215,404197.5,490.3,406.8,281.3,290.5,1134.1,13970.8,6248.4,4582.9,####,####,209644.5,185406.9,161042.1,263611.2,123349.2,2721757,2666694.5,874651.9,123634,930169.8,119812.5,681308.6,3088578,145065.5,####,####,416.4,382.3,308.1,620.4,362.4,19864.1,1409.9,1626,307.3,296.4,361.8,466.9,2883.9,525.4,####,####,455.7,453.7,361.4,750.1,406.1,42278.8,397,362.7,361.4,359.7,365.3,6856.2,608.2,756.1,####,####,529.3,499.6,298.5,1145.4,414.1,85692.4,271.9,302.6,298.4,299.8,400.5,2550.4,1587.7,1126.8,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,775.29,835.64,506.81,157.9,150.27,1.27,0.11,0.39,483.5,22.81,149.32,0.95,6.36,151.54,0,0
02-Well-E04,C1,45,0.57,Beads Population=#### Beads Count=1 Sample Volume=1μL,60676,51262,38028,13234,12673,141,11,29,36471,1517,12570,103,420,12814,0,0,4501.4,4255.3,3308.3,6976.6,3358.4,54724.7,13578.4,6783.6,3243,4737.7,3343.3,5209.3,100120,3923.6,####,####,7079.7,6335.7,2264.5,18034,2042.9,54893,77952.9,11026.7,1747.8,13972.1,1988.9,8640.6,488171.7,2624.5,####,####,1805.6,1667.1,1021.5,3522.1,1565.2,140839.4,9910.7,8167.6,1002.3,1283.1,1347.1,28178.1,16470.2,3097.7,####,####,1671.5,1639.2,275.3,5558.4,1536.2,371276.3,507.5,424.6,274.6,288.8,1426.5,14927.3,4145.8,5604.7,####,####,194145.2,169844.4,146518.7,236870.8,118941.1,2555854.8,2660382,787012.4,126690.2,592754,115116.4,585705,3016741.8,145755.9,####,####,423.4,400.3,311.1,656.7,367.3,18227.2,2130.5,1176.7,310.5,294.9,366.1,517.3,3490.5,563.8,####,####,462,457.5,362.1,731.7,426.9,27737.2,393.2,393.3,362.4,354.6,367.3,7699.7,862.9,727.4,####,####,579.6,563.4,298.3,1325,465.7,79037.7,301.5,328.5,298.4,296.6,444.5,3050.8,1164.7,1330.3,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,808.79,858.99,506.9,176.4,168.93,1.88,0.15,0.39,486.15,20.22,167.55,1.37,5.6,170.81,0,0
02-Well-E05,C1,75,1,Beads Population=#### Beads Count=1 Sample Volume=1μL,66033,56795,41722,15073,14464,107,12,20,40290,1400,14306,158,502,14571,0,0,4665.1,4333.3,3281.3,7245.3,3266.2,50033.7,11528,7159.2,3155.2,6784.7,3253.4,4430.7,112772,3609.7,####,####,8550.9,7526.9,2501.3,21437.5,1920.8,62381.5,28898.9,13877,1666.1,26149.6,1855.5,7834.8,575040.8,2364.8,####,####,1481,1324,935.8,2398.3,1614.6,63860.4,9408.1,10255.4,910.3,1465.7,1420.2,19219.5,11877.2,2071.7,####,####,1403.5,1375.8,271.7,4431.9,1852.3,348691,490.8,443,270.5,302.3,1624.6,22467.7,5380.4,4399.3,####,####,197778.8,165887.3,144503.2,225078.5,110304.4,2572805.5,1901744.1,963873.4,121727.1,773199,105653.7,531393.2,3031626,128387.4,####,####,412.9,382.2,308,587.5,371.7,17878.1,1779.2,1203.1,307.5,297.4,368.6,648.7,3121.1,500.2,####,####,417.2,416.6,362.3,566.9,498.2,9573.6,376.3,370.6,362.3,363.4,367.7,12311.8,626.8,564.8,####,####,525.4,501.4,296.6,1068.2,513.9,73865.2,306.8,297.9,296.6,295.6,472.3,4283.7,1522.5,1052.6,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,880.37,951.94,556.25,200.96,192.84,1.43,0.16,0.27,537.16,18.67,190.73,2.11,6.69,194.26,0,0
02-Well-E06,C1,100,0.76,Beads Population=#### Beads Count=1 Sample Volume=1μL,47998,44242,30043,14199,13747,85,9,20,28921,1093,13657,90,367,13832,0,0,4950.4,3991.2,3243.3,5573.8,3228.9,71050.1,11757.6,7529.9,3069.2,7702.1,3217.5,4952,78243.2,3645.7,####,####,8753.8,5906.6,2893.6,12281.6,2256.3,79672.4,36282.2,12057,1603.9,36578.4,2205.7,9928.6,372197.1,2732,####,####,1861.3,1461.8,972.9,2496.2,1939.1,38182.5,6949.3,6599.9,955.1,1292.4,1544.6,61807.4,15100.3,2161.8,####,####,3209.5,2959.5,271,8648,4088.2,760266.8,481.9,422.7,269.2,315.4,3665.4,68247,5366.4,8735.1,####,####,209649.7,165900.9,149491.7,200620.4,107233.5,2763278.8,2384982.5,826339.5,117274.8,971163,103765.2,633523.3,3105155.5,123555.3,####,####,494.2,431.1,311.8,683.7,411.8,34764.6,1641,1245.5,311.4,293.8,405.8,1315.2,2975.6,622.9,####,####,454.7,448.1,363.5,627.2,626.1,654.5,390.3,370.7,363.2,370.6,369.1,39626.2,661.5,626.3,####,####,849.3,775.4,295,1791.9,786.7,166490.8,366.7,314.1,294.8,298.7,719,11057.2,1299.5,1804.9,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,639.8,741.36,400.46,189.27,183.24,1.13,0.12,0.27,385.51,14.57,182.04,1.2,4.89,184.38,0,0
02-Well-E07,C1,125,0.49,Beads Population=#### Beads Count=1 Sample Volume=1μL,36264,30409,25196,5213,4694,155,5,17,24407,767,4662,32,364,4849,0,0,5849.4,4734.7,3150,12394,4546.5,63088.7,10387.4,5722.3,3066.8,5694,4532.2,6637,92005.5,6417.8,####,####,12513.8,9384.6,2045.1,44858.5,8937.9,63109.4,25745.7,9722.7,1464,20212.6,8813.7,27026.9,500305.4,10669.5,####,####,2299.8,2146.4,932.6,8012.9,6829.1,14016.9,11752.4,8790.3,915,1245.8,1761,745182.1,20722.7,7058.8,####,####,8283.9,8452,270.3,47996.8,25843.3,810274.1,443.4,422.5,269.1,304.9,25818.9,29394.2,9083.7,50917.9,####,####,242908.3,206960,133135.1,563778.1,281617.7,2011739.4,1526092.8,707439.3,107554.4,925339.1,270496.3,1901877,3585829.5,336921.7,####,####,624.8,596,311.7,1969.7,1058.3,23821.7,1267.1,1301.2,311.2,302.5,1060.9,676.3,4418.4,1785.9,####,####,406.5,384.5,363,488.4,421,975.1,396,379.7,363,361.5,404.5,2821.8,1150.5,438.7,####,####,1463.1,1477.8,296.2,7189,3180.7,140287.3,247.8,328,296.2,296,3188,2116.4,2202.1,7563.3,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,####,483.34,509.5,335.82,69.48,62.56,2.07,0.07,0.23,325.31,10.22,62.14,0.43,4.85,64.63,0,0
